0;"ACCELERAMP";1;"Acceleration ramp of traction load connected to A2-X11/X12";"0.05";80;160;1;;60;1;1
1;"RELEASE_BRAKING";1;"Deceleration ramp of traction load connected to A2-X11/X12";"0.05";110;190;1;;90;1;1
2;"MAXSPEED_FORW";1;"max. forward speed of traction load connected to A2-X11/X12";"0.036";56;236;1;"km/h";;;1
3;"MAXSPEED_BACKW";1;"max. reverse speed of traction load connected to  A2-X11/X12";"0.036";56;167;1;"km/h";;;1
4;;0;;;0;0;0;;;;0
5;"CREEP_SPEED";1;"Creep speed of traction load at A2-X11/X12 when touching gas pedal";"0.036";10;30;1;"km/h";;;1
6;"MAX_STROM";1;"Current limitation on A2-X11/X12 when moving";"1";20;180;1;"A";;1;1
7;"MIN_STROM";1;"Current limitation on A2-X11/X12 when braking";"1";20;180;1;"A";;1;1
8;"CURRENT_PROT";1;"Current threshold to identify overload condition on A2-X11/X12";"1";10;120;1;"A";;1;1
9;"OVERLOAD_TIME";1;"Max. duration of overload condition on A2-X11/X13 before turn off";"1";10;180;1;"s";;1;0
10;;0;;;0;0;0;;;;0
11;"MOTORWIDERSTAND";1;"Resistance of traction load connected to A2-X11/X12";"0.001";40;255;2;"Ohm";;;0
12;"MOTORUKONST";1;"Voltage constant of traction load connected to A2-X11/X12";"0.001";10;255;2;"m/(Vs)";;;1
13;"MOTOR_SCHUTZFAKTOR";0;"Reserved (not yet implemented)";"1";0;255;2;;;1;0
14;"MOTORSCHUTZ_GRENZE";0;"Reserved (not yet implemented)";"1";0;255;2;;;1;0
15;"GASPOTI_U";1;"Supply voltage of output A2-X4/1 for gas pedal sensor";"0.1";30;150;2;"V";;;1
16;"GASPOTI_ZERO";3;"Calibration value of gas pedal in rest position";"1";0;65535;2;"Inc";;1;0
17;;0;;;0;0;0;;;;0
18;"GASPOTI_MAX";3;"Calibration value of gas pedal to move forward with max. speed";"1";0;65535;2;"Inc";;1;0
19;;0;;;0;0;0;;;;0
20;"GASPOTI_MIN";3;"Calibration value of gas pedal to move backward with max. speed";"1";0;65535;2;"Inc";;1;0
21;;0;;;0;0;0;;;;0
22;"ZERO_CURRENT";0;"Reserved (not yet implemented)";"1";0;80;1;"A";;1;0
23;"A_REGLER_STEILHEIT";1;"Acceleration controller for anti-roll back on slopes:0=No load, 5=max. load";"1";0;5;2;;;1;0
24;"FAHRGEBER_TYP";1;"Gas pedal type: 0=dir. Input via Bus; 1= dir. Input from microswitches connected to A2-X5/3,4";"1";0;1;2;;;1;1
25;;0;;;0;0;0;;;;0
26;;0;;;0;0;0;;;;0
27;;0;;;0;0;0;;;;0
28;;0;;;0;0;0;;;;0
29;;0;;;0;0;0;;;;0
30;;0;;;0;0;0;;;;0
31;;0;;;0;0;0;;;;0
32;;0;;;0;0;0;;0;0;0
33;;0;;;0;0;0;;0;0;0
34;;0;;;0;0;0;;0;0;0
35;;0;;;0;0;0;;0;0;0
36;;0;;;0;0;0;;0;0;0
37;;0;;;0;0;0;;0;0;0
38;;0;;;0;0;0;;0;0;0
39;;0;;;0;0;0;;0;0;0
40;;0;;;0;0;0;;0;0;0
41;;0;;;0;0;0;;0;0;0
42;;0;;;0;0;0;;0;0;0
43;;0;;;0;0;0;;0;0;0
44;;0;;;0;0;0;;0;0;0
45;;0;;;0;0;0;;0;0;0
46;;0;;;0;0;0;;0;0;0
47;;0;;;0;0;0;;0;0;0
48;;0;;;0;0;0;;0;0;0
49;;0;;;0;0;0;;0;0;0
50;;0;;;0;0;0;;0;0;0
51;;0;;;0;0;0;;0;0;0
52;;0;;;0;0;0;;0;0;0
53;;0;;;0;0;0;;0;0;0
54;;0;;;0;0;0;;0;0;0
55;;0;;;0;0;0;;0;0;0
56;;0;;;0;0;0;;0;0;0
57;;0;;;0;0;0;;0;0;0
58;;0;;;0;0;0;;0;0;0
59;;0;;;0;0;0;;0;0;0
60;;0;;;0;0;0;;0;0;0
61;;0;;;0;0;0;;0;0;0
62;;0;;;0;0;0;;0;0;0
63;;0;;;0;0;0;;0;0;0
64;;0;;;0;0;0;;0;0;0
65;;0;;;0;0;0;;0;0;0
66;;0;;;0;0;0;;0;0;0
67;;0;;;0;0;0;;0;0;0
68;;0;;;0;0;0;;0;0;0
69;;0;;;0;0;0;;0;0;0
70;;0;;;0;0;0;;0;0;0
71;;0;;;0;0;0;;0;0;0
72;;0;;;0;0;0;;0;0;0
73;;0;;;0;0;0;;0;0;0
74;;0;;;0;0;0;;0;0;0
75;;0;;;0;0;0;;0;0;0
76;;0;;;0;0;0;;0;0;0
77;;0;;;0;0;0;;0;0;0
78;;0;;;0;0;0;;0;0;0
79;;0;;;0;0;0;;0;0;0
80;;0;;;0;0;0;;0;0;0
81;;0;;;0;0;0;;0;0;0
82;;0;;;0;0;0;;0;0;0
83;;0;;;0;0;0;;0;0;0
84;;0;;;0;0;0;;0;0;0
85;;0;;;0;0;0;;0;0;0
86;;0;;;0;0;0;;0;0;0
87;;0;;;0;0;0;;0;0;0
88;;0;;;0;0;0;;0;0;0
89;;0;;;0;0;0;;0;0;0
90;;0;;;0;0;0;;0;0;0
91;;0;;;0;0;0;;0;0;0
92;;0;;;0;0;0;;0;0;0
93;;0;;;0;0;0;;0;0;0
94;;0;;;0;0;0;;0;0;0
95;;0;;;0;0;0;;0;0;0
96;;0;;;0;0;0;;0;0;0
97;;0;;;0;0;0;;0;0;0
98;;0;;;0;0;0;;0;0;0
99;;0;;;0;0;0;;0;0;0
100;;0;;;0;0;0;;0;0;0
101;;0;;;0;0;0;;0;0;0
102;;0;;;0;0;0;;0;0;0
103;;0;;;0;0;0;;0;0;0
104;;0;;;0;0;0;;0;0;0
105;;0;;;0;0;0;;0;0;0
106;;0;;;0;0;0;;0;0;0
107;;0;;;0;0;0;;0;0;0
108;;0;;;0;0;0;;0;0;0
109;;0;;;0;0;0;;0;0;0
110;;0;;;0;0;0;;0;0;0
111;;0;;;0;0;0;;0;0;0
112;;0;;;0;0;0;;0;0;0
113;;0;;;0;0;0;;0;0;0
114;;0;;;0;0;0;;0;0;0
